,DOG_ID,VIDEO_ID,x_top_left,y_top_left,width,height
2275,4bc56439-70cd-4459-aa24-eff1d7ac7632,ff7eda84-815d-4e88-b9f2-55c7a9807553,417,51,325,301
2276,4bf69062-bb64-4ed8-8040-908a83799598,56d89bf8-277e-40a3-84d3-9347ee0a400e,182,628,482,425
2277,4bf69062-bb64-4ed8-8040-908a83799598,929f236f-f4f0-4f28-9c27-39668bec6fcd,319,448,689,938
2278,4bf69062-bb64-4ed8-8040-908a83799598,953fdd9e-6f93-424c-be70-30ad54f6203f,369,191,634,1054
2279,4bf69062-bb64-4ed8-8040-908a83799598,c5f49f6a-58d1-4a2b-b18c-82e3e5890d30,229,471,609,782
2280,4bf69062-bb64-4ed8-8040-908a83799598,ef0c9acf-2b4b-414e-8594-bd13914b95d9,6,314,996,719
2281,4c43c3ee-3b15-4770-9db2-6075e9eb9cf5,083a428b-acfd-49b3-ad3a-3cac57ea1d44,658,302,703,783
2282,4c43c3ee-3b15-4770-9db2-6075e9eb9cf5,259e67a7-757d-45f6-af2c-619c393298cb,5,122,1002,1417
2283,4c43c3ee-3b15-4770-9db2-6075e9eb9cf5,3afe4875-f0da-4efe-813e-7bf554e0cafd,452,758,424,359
2284,4c43c3ee-3b15-4770-9db2-6075e9eb9cf5,cbe1882a-0367-4476-b3b9-dff04130889f,433,685,143,205
2285,4c43c3ee-3b15-4770-9db2-6075e9eb9cf5,d1cb52d5-f12c-4bde-875a-045baacb3f78,614,16,1294,1053
2286,4c4c19de-4552-47bb-9043-927e0ade1919,06b5874d-c908-4f2e-86bb-b21b399d7536,240,762,1909,2931
2287,4c4c19de-4552-47bb-9043-927e0ade1919,255ed183-0a44-4b09-b614-6b0d3e504e97,110,1133,636,349
2288,4c4c19de-4552-47bb-9043-927e0ade1919,2e43fcc8-fb5a-4426-b1c9-ae36616984a7,141,746,541,249
2289,4c4c19de-4552-47bb-9043-927e0ade1919,2fdb9d9c-4b38-483e-a722-c5bfacf0fdde,181,451,706,727
2290,4c4c19de-4552-47bb-9043-927e0ade1919,60dfe48b-5f94-453e-be61-58cbc989deb4,351,1069,1801,1837
2291,4c7b135b-e1a4-4995-b236-c754cb45befb,082d65eb-7e56-4fb2-921a-f8f055190e29,181,567,283,677
2292,4c7b135b-e1a4-4995-b236-c754cb45befb,13ab4117-168a-4d55-ade3-7f86b148d90a,454,787,426,320
2293,4c7b135b-e1a4-4995-b236-c754cb45befb,289f1d5b-864e-4472-af13-9eb62961c3c4,7,1085,667,544
2294,4c7b135b-e1a4-4995-b236-c754cb45befb,9058d2a8-1bd5-4ac1-8bb7-080da03a4825,771,973,183,310
2295,4c7b135b-e1a4-4995-b236-c754cb45befb,957e49e4-597c-4155-8071-8ebbb54d4343,30,317,687,1456
2296,4c925bf7-1106-45d3-a67a-a592cd93510a,2f663987-b7a9-4d2a-a576-ce8e097373a9,100,194,982,845
2297,4c925bf7-1106-45d3-a67a-a592cd93510a,878cb38d-3b3d-4677-afb8-180ad0cbd471,0,34,1047,871
2298,4c925bf7-1106-45d3-a67a-a592cd93510a,9007dc6b-49c5-4e03-8cbc-fbc4ad44651c,720,19,170,333
2299,4c925bf7-1106-45d3-a67a-a592cd93510a,930954c4-f0c4-44cd-9951-f5c382675647,9,24,754,790
2300,4c925bf7-1106-45d3-a67a-a592cd93510a,f308ea25-5b14-44f7-8a87-a8b3316c1019,28,247,185,522
2301,4caa79f5-1db2-4333-8f31-3b56ab12b703,21446950-abe2-4bf0-8d13-afd4578ac378,148,13,873,1571
2302,4caa79f5-1db2-4333-8f31-3b56ab12b703,3ff9a711-f5f0-488c-8b8b-d21f1f27430f,224,246,848,740
2303,4caa79f5-1db2-4333-8f31-3b56ab12b703,42b4d21e-5cc9-48dc-a835-3b5ee4813a59,193,758,633,647
2304,4caa79f5-1db2-4333-8f31-3b56ab12b703,94fa97fb-7dea-4521-8246-9287669bd0af,150,1043,507,442
2305,4caa79f5-1db2-4333-8f31-3b56ab12b703,c1d6c91c-a9ec-42be-ad92-34219b8ffed5,4,435,1013,813
2306,4cb67045-e14e-4320-b0f4-eb9e23069f6e,0fdf0e61-5c54-4950-946f-fc6094243458,48,335,498,550
2307,4cb67045-e14e-4320-b0f4-eb9e23069f6e,ac86b24a-cb25-4cb8-bbd2-bb91e07b362c,285,541,352,691
2308,4cb67045-e14e-4320-b0f4-eb9e23069f6e,e078e6aa-b70d-437a-bffa-dee42e0d76ff,184,525,722,518
2309,4cb67045-e14e-4320-b0f4-eb9e23069f6e,f668b3bd-84de-4c96-8e85-2335fd2bbcab,220,109,859,1785
2310,4cb67045-e14e-4320-b0f4-eb9e23069f6e,fd4f100d-bb52-46cd-a712-46da9bdb130e,2,484,714,721
2311,4d35ce96-67dd-4cfc-97a3-05627b10b35a,440e1562-a251-4d11-862b-28a3fbc22300,4,115,1067,1786
2312,4d35ce96-67dd-4cfc-97a3-05627b10b35a,6ebbbb42-ba6e-486a-9071-d04e89dadc71,355,150,720,1271
2313,4d35ce96-67dd-4cfc-97a3-05627b10b35a,9aeedd8c-8b5a-449b-b0ca-a33364e29d4f,572,557,152,323
2314,4d35ce96-67dd-4cfc-97a3-05627b10b35a,b3083880-56c5-4692-883d-dbcc36704d9f,247,637,508,541
2315,4d35ce96-67dd-4cfc-97a3-05627b10b35a,e8e94140-71f6-4083-9349-a47bc62e7dd1,258,32,814,1066
2316,4d64c669-8b0f-4557-b283-9471a5b5a504,153a0240-fd22-4a6f-b933-0e2f44e3ed03,202,331,101,130
2317,4d64c669-8b0f-4557-b283-9471a5b5a504,3733a47b-57a5-44bb-905f-59ee64c285f9,18,381,1057,1200
2318,4d64c669-8b0f-4557-b283-9471a5b5a504,4aa1b01d-bbae-4722-8986-5b293402ef0c,85,94,199,208
2319,4d64c669-8b0f-4557-b283-9471a5b5a504,53bfb469-fa38-409f-bf16-fd3633b2ad45,0,269,760,1168
2320,4d64c669-8b0f-4557-b283-9471a5b5a504,7eba9618-6194-4383-91db-5685e3b77217,177,451,401,266
2321,4d956a1c-6686-49f1-8f27-bdaf8ea1fa2c,1761f916-58f5-4d35-acc0-499637f315b9,63,69,291,245
2322,4d956a1c-6686-49f1-8f27-bdaf8ea1fa2c,1d487bca-8717-481d-bee9-c26bd0c0b5f9,127,122,232,208
2323,4d956a1c-6686-49f1-8f27-bdaf8ea1fa2c,4ee476e9-edf5-460f-8d9d-d860048eba7d,5,117,353,360
2324,4d956a1c-6686-49f1-8f27-bdaf8ea1fa2c,9d84ca42-0f0d-4ae8-97b5-0531855360a3,158,58,202,220
2325,4d956a1c-6686-49f1-8f27-bdaf8ea1fa2c,e59a2970-8b32-403d-9da4-ac7ff0afd3d2,75,65,284,313
2326,4dc97ccf-f762-4c45-909d-cb4c5bdb25e4,08546e5f-3d5f-4b3c-8f4f-a2cf0cd39579,284,320,796,1555
2327,4dc97ccf-f762-4c45-909d-cb4c5bdb25e4,41475297-4b59-4ad6-b58c-9ad57e4bce8b,85,109,302,738
2328,4dc97ccf-f762-4c45-909d-cb4c5bdb25e4,4d514b36-3e0b-4791-af65-1b51e7a9bb3c,5,5,1085,1070
2329,4dc97ccf-f762-4c45-909d-cb4c5bdb25e4,b5adba55-1f2e-4491-8d0f-60f8334c113c,80,221,995,1699
2330,4dc97ccf-f762-4c45-909d-cb4c5bdb25e4,d28c2dc8-220b-4027-b5a5-bef49e93795c,4,15,1047,1748
2331,4dc97ccf-f762-4c45-909d-cb4c5bdb25e4,e0ee4cee-de58-4e4f-9ba1-c83ba512e7c4,69,10,883,1350
2332,4dde8ab2-ca49-4bdb-b124-6123ff269151,0186ad94-e206-4f5c-a74d-6428c655f025,12,1018,605,892
2333,4dde8ab2-ca49-4bdb-b124-6123ff269151,2c98485a-6edf-4dcd-a427-62548a53350a,53,461,252,179
2334,4dde8ab2-ca49-4bdb-b124-6123ff269151,388e4dd8-e86b-4973-a33c-2ecc55b65127,47,637,1019,1145
2335,4dde8ab2-ca49-4bdb-b124-6123ff269151,b98da0b5-84bb-4438-b47d-61606cfa0ea6,9,419,933,925
2336,4dde8ab2-ca49-4bdb-b124-6123ff269151,d8bd59c0-a439-47ca-81d0-b8f20d707178,230,723,463,336
2337,4df03c34-0f2c-4836-9157-0f274e39fd70,169b62b1-80e6-49d6-82f6-71e95a93060d,612,0,1301,1076
2338,4df03c34-0f2c-4836-9157-0f274e39fd70,4c36ea1c-2f1c-4500-80d1-79b648ccea83,289,605,447,729
2339,4df03c34-0f2c-4836-9157-0f274e39fd70,7b96c382-abdd-4a0e-acf0-347052c3f7b5,475,52,1440,1021
2340,4df03c34-0f2c-4836-9157-0f274e39fd70,aa90fbd7-597f-44e0-8049-4e9fa66e9ca1,93,86,739,1700
2341,4df03c34-0f2c-4836-9157-0f274e39fd70,cc331f9b-afb0-47be-be45-79d396f85ed8,228,290,1147,794
2342,4e1b7f97-8205-4419-b123-abdd52ab1d26,2b61e0dd-0374-4a29-9a33-d2524a418962,113,379,245,202
2343,4e1b7f97-8205-4419-b123-abdd52ab1d26,59dd8dde-11cd-4948-a937-4c582f07374d,408,337,310,408
2344,4e1b7f97-8205-4419-b123-abdd52ab1d26,d383d15d-2c31-4991-ae56-390d523bfac6,264,550,375,305
2345,4e6f21e2-89e7-4d9e-a9c5-1e4a8f23f60d,4096faff-e846-4bf1-ac9d-3bdb4d302ad1,1,39,249,439
2346,4e6f21e2-89e7-4d9e-a9c5-1e4a8f23f60d,64177200-e223-4104-9155-f34a114c7909,12,5,1471,1075
2347,4e6f21e2-89e7-4d9e-a9c5-1e4a8f23f60d,91c63b43-3398-4793-aa85-c453c0f9c52c,278,428,3548,1214
2348,4e6f21e2-89e7-4d9e-a9c5-1e4a8f23f60d,aacafaa9-47e4-40ff-8963-b25d97699041,350,7,424,661
2349,4e6f21e2-89e7-4d9e-a9c5-1e4a8f23f60d,c7f968bd-923e-4899-8081-49c40f32056e,475,223,1119,850
2350,4e6f21e2-89e7-4d9e-a9c5-1e4a8f23f60d,cac96971-50fc-43d8-8484-592fd38d40d3,186,60,291,317
2351,4e89b50b-904d-4fb3-8320-69f8516e4f47,275a89dd-c5ac-4b5b-a2ef-f4c086fdc835,12,9,235,535
2352,4e89b50b-904d-4fb3-8320-69f8516e4f47,2c81f58b-2414-4990-ba97-b74a306fe18e,532,26,544,1043
2353,4e89b50b-904d-4fb3-8320-69f8516e4f47,33b0bb9c-c9c5-4eca-94e3-b8a6d0504061,223,83,622,1299
2354,4e89b50b-904d-4fb3-8320-69f8516e4f47,4058af88-3b84-497a-927b-986384d7ec47,39,326,1037,1018
2355,4eb018e6-37fc-4287-93e1-519d105950a7,4033b574-50f6-42dd-a2ec-fb71435706d0,5,336,917,819
2356,4eb018e6-37fc-4287-93e1-519d105950a7,4f2550f4-3f42-4a2b-9ce2-a785eee8259a,112,277,339,798
2357,4eb018e6-37fc-4287-93e1-519d105950a7,56c87ac8-3d76-4eb9-9f19-c0b6e42e422a,284,143,55,132
2358,4eb018e6-37fc-4287-93e1-519d105950a7,bdc3c05a-c4a7-4cec-aaf3-0e592078affa,6,311,494,391
2359,4ebcdd74-e464-4f43-a6da-60fb131cd439,3bfc6a00-4778-4520-96bb-373e5df1be37,446,587,233,336
2360,4ebcdd74-e464-4f43-a6da-60fb131cd439,5c0a95c4-684c-4c92-87b1-e89c23ffcda1,17,173,606,975
2361,4ebcdd74-e464-4f43-a6da-60fb131cd439,64f760bb-33b4-4078-866c-4646f1943288,293,405,187,233
2362,4ebcdd74-e464-4f43-a6da-60fb131cd439,64fd7213-3179-4e4c-8735-e7dfe517c7c2,106,98,410,339
2363,4ebcdd74-e464-4f43-a6da-60fb131cd439,948696f4-49ec-41ea-9255-0ba905cab9d6,3,536,863,676
2364,4ebcdd74-e464-4f43-a6da-60fb131cd439,9e8f34bf-846f-4052-8e4f-d670d9614914,1,286,441,825
2365,4ec62261-e7a6-432f-b25b-f9753db728ab,4c966ec4-9eba-4241-8b48-6ad3708ff7a0,153,934,332,288
2366,4ec62261-e7a6-432f-b25b-f9753db728ab,83f98fd5-b630-41a1-ae44-a4a6188d8f2c,408,643,193,253
2367,4ec62261-e7a6-432f-b25b-f9753db728ab,dcb36843-5a7d-4aa5-9cba-73153472df1a,1,371,1043,1034
2368,4ec62261-e7a6-432f-b25b-f9753db728ab,e74aeb59-8ed9-460e-8433-de9248c699e9,92,1008,418,346
2369,4ec62261-e7a6-432f-b25b-f9753db728ab,ebdd3f8a-e681-4d09-a5dc-6174eb59da6f,336,723,483,432
2370,4f03a3f2-dd29-4634-830f-88b308bfb351,10565e88-b0a8-403c-85f2-590b2e78739e,98,154,606,740
2371,4f03a3f2-dd29-4634-830f-88b308bfb351,20fe42d4-7443-46e0-a709-0ca2cc859710,3,19,715,1009
2372,4f03a3f2-dd29-4634-830f-88b308bfb351,46d1592d-6365-489e-a0fa-500cf9c27508,36,285,652,528
2373,4f03a3f2-dd29-4634-830f-88b308bfb351,97ed4edd-9eba-40e8-8d84-2e774abad400,177,368,234,363
2374,4f03a3f2-dd29-4634-830f-88b308bfb351,b1ce5c37-6b88-4d92-87a6-32ca0b5f80f9,9,329,678,447
2375,4f03a3f2-dd29-4634-830f-88b308bfb351,c5786acc-db26-4c8a-9d8b-64deaf44adff,2,8,682,1214
2376,4f03a3f2-dd29-4634-830f-88b308bfb351,c946e6a7-c159-41fd-bfdd-dfc170128369,298,458,273,569
2377,4f03a3f2-dd29-4634-830f-88b308bfb351,f4a9740c-4363-4ff6-9142-f0932824def8,203,569,363,476
2378,4f2f227c-efc8-40d9-a912-2d53541c38d1,1e90b925-5f7d-4346-b9c3-0d0d79360535,54,186,664,849
2379,4f2f227c-efc8-40d9-a912-2d53541c38d1,57a3f60e-5dcf-430a-8e43-e7d6e23aa6e4,169,269,908,1165
2380,4f2f227c-efc8-40d9-a912-2d53541c38d1,6a07c625-4a96-4005-9ef8-94897235eb32,339,422,737,1047
2381,4f2f227c-efc8-40d9-a912-2d53541c38d1,a04bf9e8-493b-438f-b82d-9a39ce765187,299,226,418,670
2382,4f2f227c-efc8-40d9-a912-2d53541c38d1,ac2e6df2-0cd5-4fb3-85fb-0286fbdeb03e,354,371,557,714
2383,4f598530-6661-4784-aac9-d43ff6f6a16a,0af37bb4-76f3-4728-9263-5b9657884f0f,2,365,704,881
2384,4f598530-6661-4784-aac9-d43ff6f6a16a,4b6cce8d-360c-4271-89ea-57bccd959da8,277,544,345,822
2385,4f598530-6661-4784-aac9-d43ff6f6a16a,713db80a-310d-41ec-9566-036147bcc4ed,69,554,399,246
2386,4f598530-6661-4784-aac9-d43ff6f6a16a,80ac8bbb-89ba-45ab-b046-f00315481e7f,491,592,162,214
2387,4f598530-6661-4784-aac9-d43ff6f6a16a,92eca816-a159-429f-b3fe-ef0b83ce4d5a,491,394,589,870
2388,4f5bcb33-2443-4900-bb1f-4e304b4e2d1c,139a2aac-5d2e-4b4a-bcbe-d7975316f591,6,325,650,702
2389,4f5bcb33-2443-4900-bb1f-4e304b4e2d1c,54c9839b-5af6-4aaf-afe2-3f7a25fe7de3,4,189,579,945
2390,4f5bcb33-2443-4900-bb1f-4e304b4e2d1c,771a0168-b221-43f5-99f9-17fa32621fd0,54,253,585,1005
2391,4f5bcb33-2443-4900-bb1f-4e304b4e2d1c,c3c239fc-9b16-4f97-be94-a6238685354b,8,24,737,1288
2392,4f5bcb33-2443-4900-bb1f-4e304b4e2d1c,dd45ea35-8571-4df6-960a-910d3cebbbb1,112,331,522,870
2393,4f8ad794-e7b6-4dfa-869c-5d04e2c6c332,048d4c9e-bcea-43ab-b876-9d345358579b,886,457,204,430
2394,4f8ad794-e7b6-4dfa-869c-5d04e2c6c332,2a423c58-6894-44f3-b4e3-251d3b4588f6,823,295,319,245
2395,4f8ad794-e7b6-4dfa-869c-5d04e2c6c332,3b94d08b-b137-49cd-a1a5-900d1821a315,30,95,797,379
2396,4f8ad794-e7b6-4dfa-869c-5d04e2c6c332,3e347398-929d-4e10-b5cb-aed8b6fff97d,315,286,155,102
2397,4f8ad794-e7b6-4dfa-869c-5d04e2c6c332,528f9500-7799-43b8-b758-592bd367ebfc,754,214,176,160
2398,4f928a11-492f-465d-b171-c5b8ecdf8e76,2e72a3b9-a9f4-41a8-bbd3-167e8bd22340,1004,1933,211,390
2399,4f928a11-492f-465d-b171-c5b8ecdf8e76,5c31a229-8531-4f33-81a9-5a45ee00131f,2,488,1107,852
2400,4f928a11-492f-465d-b171-c5b8ecdf8e76,632867ab-5266-4074-9817-2eeef12f8e1e,14,1050,1344,1203
2401,4f928a11-492f-465d-b171-c5b8ecdf8e76,9e5a1c86-4a49-4da1-a16d-8d09afb5ff7d,1104,1030,640,1338
2402,4f928a11-492f-465d-b171-c5b8ecdf8e76,f5a39c77-e80d-464d-b0f8-3a2ebe9a48f5,278,1126,578,692
2403,4f9df08c-59ea-4b22-b6c9-e42eaae6bee3,1ae0cc6a-bd68-4e7d-81fa-ea406f821e88,101,749,589,419
2404,4f9df08c-59ea-4b22-b6c9-e42eaae6bee3,4eea6144-b2d0-441d-b220-fa649b2b5791,443,538,336,265
2405,4f9df08c-59ea-4b22-b6c9-e42eaae6bee3,58115615-fdcb-4e7d-b28b-a951abc0942d,250,432,541,829
2406,4f9df08c-59ea-4b22-b6c9-e42eaae6bee3,5c11a849-a27a-499e-8ec1-b51d0d9060a3,73,326,468,630
2407,4f9df08c-59ea-4b22-b6c9-e42eaae6bee3,656889e7-0d00-4fb8-b5e8-ab9a5ed3c5e4,237,851,801,858
2408,4f9df08c-59ea-4b22-b6c9-e42eaae6bee3,d6b86938-c65f-42ff-8e66-ead7a09565b7,207,555,293,211
2409,4fbbf518-6317-4178-886d-1176026894fe,4323309f-f650-4fd6-af7c-d152e1fcdd1f,120,326,956,1584
2410,4fbbf518-6317-4178-886d-1176026894fe,55cf5bfb-4fb6-4f05-8cf2-365943b0cff3,780,739,297,275
2411,4fbbf518-6317-4178-886d-1176026894fe,743157ef-8a73-4815-8e46-bd4f0f6b8bd4,184,222,323,661
2412,4fbbf518-6317-4178-886d-1176026894fe,ba5ae8c3-56ee-4269-ba43-1de3405727a8,202,491,441,324
2413,4fbbf518-6317-4178-886d-1176026894fe,cafcffe5-4ddc-420f-9c65-784b01753208,293,305,153,177
2414,4fbbf518-6317-4178-886d-1176026894fe,de064d31-d940-4a18-bd26-9e1149165f9d,389,395,57,96
2415,4fbbf518-6317-4178-886d-1176026894fe,f7e31bf7-d247-4e3e-be68-916259801d95,211,510,384,388
2416,50221f9f-14d3-461a-a9bf-ed03ec2ecb11,0890c33a-67a4-4476-b3bc-d8163f4f2e93,522,650,215,185
2417,50221f9f-14d3-461a-a9bf-ed03ec2ecb11,92362c4f-1257-436f-b05c-8700fe759077,335,608,623,272
2418,50221f9f-14d3-461a-a9bf-ed03ec2ecb11,b7bbb976-8f1d-41a4-b3bf-f63543232d1c,361,352,78,92
2419,50221f9f-14d3-461a-a9bf-ed03ec2ecb11,bab5c736-bf27-41bd-966e-4284bb54e4fd,231,125,849,1373
2420,50221f9f-14d3-461a-a9bf-ed03ec2ecb11,ec775694-7f17-419a-b516-d7009e34f071,261,358,208,282
2421,506cbcfd-c0d9-4781-8c43-c938ee1dbe20,37c6324c-2c50-46b5-9816-b3a7b3eb0256,5,650,752,390
2422,506cbcfd-c0d9-4781-8c43-c938ee1dbe20,4e924535-a89f-49e6-83bc-3b7a4778527e,450,1088,600,723
2423,506cbcfd-c0d9-4781-8c43-c938ee1dbe20,7ed9dec5-21d2-43b7-89da-0ff3533934fe,8,157,944,1277
2424,506cbcfd-c0d9-4781-8c43-c938ee1dbe20,c5dd7c37-091d-4f94-9692-24cd2f22f4c5,316,566,734,452
2425,506cbcfd-c0d9-4781-8c43-c938ee1dbe20,fc24dc67-bebe-4c21-810d-432beaa6df89,1,10,948,1894
2426,50709c98-1a45-4331-87a2-e08bfce3b0fe,3916d501-e05b-4ebb-969d-0340baaaab7a,238,499,222,164
2427,50709c98-1a45-4331-87a2-e08bfce3b0fe,4f731b65-10a6-4494-ac14-5c8ee9102566,89,301,628,599
2428,50709c98-1a45-4331-87a2-e08bfce3b0fe,6eb871db-ff6c-4a82-982a-25dd90ebae71,3,444,711,823
2429,50709c98-1a45-4331-87a2-e08bfce3b0fe,a8d3be32-7228-426e-bf80-4680a209cfd5,210,139,427,554
2430,50709c98-1a45-4331-87a2-e08bfce3b0fe,e79b4721-9385-4f00-a359-6a2a96c97ebc,246,139,78,79
2431,50709c98-1a45-4331-87a2-e08bfce3b0fe,fbea4b4e-3af4-48fe-8682-e4a4721ee157,11,429,795,1024
2432,5078046c-eaec-4b20-8dcc-9c71ff840112,0ad023f8-d1b8-4ef0-af29-54a2750d734e,878,1824,242,288
2433,5078046c-eaec-4b20-8dcc-9c71ff840112,15231e35-ae42-4ca4-b581-cfca7a9a99f4,664,1798,1275,1044
2434,5078046c-eaec-4b20-8dcc-9c71ff840112,26c35b05-6a1d-47ef-9640-cffa8a5e00c3,3,806,2149,3008
2435,5078046c-eaec-4b20-8dcc-9c71ff840112,8ca6fd6c-1ef3-41c9-8c0d-1a35805e7418,191,418,403,307
2436,5078046c-eaec-4b20-8dcc-9c71ff840112,b1f2d32d-0c1c-4e57-89d7-8194dcd7f5cf,1056,1190,1023,935
2437,5078b879-1e62-428d-a597-fe61de59aeb6,2f5d1570-5551-4563-8022-29a34aec4b96,579,941,255,230
2438,5078b879-1e62-428d-a597-fe61de59aeb6,8eabc519-0471-4944-94b1-41153271e382,218,358,243,204
2439,5078b879-1e62-428d-a597-fe61de59aeb6,a23e40d4-f449-4f5f-bc9b-09f8f384a4c9,1,19,759,1162
2440,5078b879-1e62-428d-a597-fe61de59aeb6,cb32b76b-f588-40fc-8ff4-a3d7db76e427,739,493,178,317
2441,5078b879-1e62-428d-a597-fe61de59aeb6,fe71ae0b-155a-450b-9fc6-7b9847e77fc2,358,419,652,494
2442,509a29ff-1fcf-4d41-9c93-15815f9f068f,3813f797-bd66-4560-9df6-51ed0e26f7df,687,32,394,989
2443,509a29ff-1fcf-4d41-9c93-15815f9f068f,a073bc7b-a77f-4e0e-a5a6-772f2591c5ad,35,418,642,585
2444,509a29ff-1fcf-4d41-9c93-15815f9f068f,a30123e7-db6d-4dc3-9103-59d87fa25999,277,221,474,1069
2445,509a29ff-1fcf-4d41-9c93-15815f9f068f,c2b8a216-a514-4b9e-856c-ac825da3567f,252,662,828,1149
2446,509a29ff-1fcf-4d41-9c93-15815f9f068f,e6d620fa-928f-40eb-8cfe-5e977d27461a,104,350,444,529
2447,50b375b8-be41-41e2-ade5-2e435e8899eb,4882d59b-86cb-4b1f-8baa-98ed8a770e21,74,175,453,787
2448,50b375b8-be41-41e2-ade5-2e435e8899eb,a63bee48-e0ce-424e-9375-c1f52b6fdb95,391,238,92,124
2449,50b375b8-be41-41e2-ade5-2e435e8899eb,a9ae6fdc-d56d-43bb-8f6d-a7cc18976c6f,117,352,956,851
2450,50b375b8-be41-41e2-ade5-2e435e8899eb,ae7deb4a-f8b0-4e11-bca1-889fc20d7f95,72,457,131,98
2451,50c784a3-815b-485d-ae30-982b51319878,450fc64b-dc53-4d06-8251-d1693d8c8c4b,176,755,141,192
2452,50c784a3-815b-485d-ae30-982b51319878,96f65565-86f7-4fc1-af27-7886ec8bdf95,390,371,288,400
2453,50c784a3-815b-485d-ae30-982b51319878,c42ce49e-08a2-4ee7-bb7f-07f383e60a3a,46,365,1031,1542
2454,50c784a3-815b-485d-ae30-982b51319878,e78fd0d8-8426-426a-b12c-3cd80ecb5749,228,432,632,790
2455,50c784a3-815b-485d-ae30-982b51319878,f3e69afd-5203-455f-a3cd-2b7e6b91e544,497,631,303,363
2456,50d27402-1547-43d1-a9cc-7d30befa1c30,01800db8-d32c-407d-ab41-e9114bf9e4ac,15,128,1037,1216
2457,50d27402-1547-43d1-a9cc-7d30befa1c30,43f15d40-59eb-4fa9-b068-c54228e5a9b4,87,149,313,343
2458,50d902ec-d721-4027-b697-0f9c43bc6fed,45764d65-1ee3-4bed-abeb-9ada437b73b0,285,474,795,681
2459,50d902ec-d721-4027-b697-0f9c43bc6fed,6e051d2d-e097-4c80-9ae0-956e5ec66dfa,594,794,246,188
2460,50d902ec-d721-4027-b697-0f9c43bc6fed,8025d747-004c-4d64-aed7-c9540371d3a4,28,1174,561,522
2461,50d902ec-d721-4027-b697-0f9c43bc6fed,846bbe87-e05f-4c8d-85b0-fc0e32c2e4e5,285,981,675,463
2462,50d902ec-d721-4027-b697-0f9c43bc6fed,a063f226-287e-4699-bfe8-0180d2dd3789,14,621,710,861
2463,50f7b690-1089-4aa4-aedd-0ddd2e05e207,5b57f851-bf21-4a52-acdf-8584cf9a57fe,11,352,938,1162
2464,50f7b690-1089-4aa4-aedd-0ddd2e05e207,c020301b-e64c-4a3c-97fe-e62b0f2fc961,390,493,108,183
2465,51123935-0f20-41c1-8df4-5ca723a0ead3,4ccc4500-6df1-4cbb-a36f-d076e5b85a0e,285,198,780,1188
2466,51123935-0f20-41c1-8df4-5ca723a0ead3,874ebb70-65d2-4f8e-bd25-5a2d4169b77d,21,222,479,804
2467,51123935-0f20-41c1-8df4-5ca723a0ead3,f8b0722c-e35b-4b67-82fd-77d5f0abc766,324,829,116,310
2468,51123935-0f20-41c1-8df4-5ca723a0ead3,ed3dc84c-6d5c-4526-b5ef-ee37ed5e2aea,493,323,352,359
2469,51123935-0f20-41c1-8df4-5ca723a0ead3,ce2496c0-612b-4a72-9ebf-29db086aaf53,462,502,294,279
2470,511f26e6-6a6f-4ef3-a004-c05e4f45eb6a,e4dc5be3-c2b3-4f0b-8071-df08db403238,93,130,264,348
2471,511f26e6-6a6f-4ef3-a004-c05e4f45eb6a,6f3527aa-8957-49f8-b13e-435c567084d8,447,608,81,154
2472,511f26e6-6a6f-4ef3-a004-c05e4f45eb6a,a86ded6d-3b42-4af2-a797-631d73b42b64,626,934,1512,1786
2473,511f26e6-6a6f-4ef3-a004-c05e4f45eb6a,1412aedf-bfb4-4a38-9d75-663a6d70a2c2,605,4,744,1078
2474,51476beb-ee55-4d31-9921-97fcbf994736,00a4fc4a-792d-4def-8157-ce5e1ce29f3c,73,272,634,950
2475,51476beb-ee55-4d31-9921-97fcbf994736,6767400c-2c44-42af-b136-f1976c7467bb,147,650,432,534
2476,51476beb-ee55-4d31-9921-97fcbf994736,7d4bc571-b138-487c-b704-057cc5ed24fa,768,207,511,583
2477,51476beb-ee55-4d31-9921-97fcbf994736,9b90e252-9fe1-4ba0-8b04-d3b35469af4f,862,396,208,421
2478,51476beb-ee55-4d31-9921-97fcbf994736,0244cef0-dc60-4968-b668-5e328488a4b0,650,203,260,373
2479,515d556a-6761-470b-a19e-ae100cd2915d,8df7f967-8127-42f3-af9f-49a5dcfd3ac8,150,75,98,159
2480,515d556a-6761-470b-a19e-ae100cd2915d,58d474d0-6910-4b6d-bb04-578ecf4890d5,4,133,350,505
2481,515d556a-6761-470b-a19e-ae100cd2915d,04f4df84-bcc7-4cbd-a020-4f730bda08bb,12,390,670,884
2482,515d556a-6761-470b-a19e-ae100cd2915d,f40b3b3d-34d9-4cda-a970-aefacfe2aa18,3,183,299,429
2483,515d556a-6761-470b-a19e-ae100cd2915d,cd256098-2a2d-4f15-b04e-701984e93f62,5,48,401,416
2484,515d556a-6761-470b-a19e-ae100cd2915d,0f3b43c4-7afc-4db5-b79b-b21d0e0460cf,-1,138,473,404
2485,515d556a-6761-470b-a19e-ae100cd2915d,d5cc4f87-784f-4e09-ae97-96ca2474302b,660,2,586,693
2486,515d556a-6761-470b-a19e-ae100cd2915d,f87a3617-b108-4886-a0b8-aaa72deaa01c,698,272,377,387
