DOG_ID;VIDEO_ID;x_top_left;y_top_left;width;height
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;53ffba6b-920a-43f8-b6d4-092e16c9778a;672;144;492;405
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;590be089-bf53-41c6-a043-f9aa4e74aea7;166;6;907;1338
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;6f65cdf3-6887-42aa-83c7-9f044f30cd30;161;127;319;498
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;7210e2a5-cc94-47b4-883f-aeebe9925ce6;59;195;365;283
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;77d1fe77-b993-4ebb-9b51-f89ce678d811;12;209;140;203
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;94fbfac7-02cf-42ca-a0eb-727ea613407f;36;198;95;184
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;e2887cee-8ccd-434e-8003-53eaadcb440d;643;611;149;282
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;f66d28ee-949a-43cf-83a3-6c7a397bd928;69;173;112;222
24bc3ee1-4358-4a30-89e7-9ac1fc48924d;f8110f92-a0da-4717-a2eb-4fb72143bce0;132;187;34;94
24cef315-741a-461f-a7a7-74c4994250aa;17df462b-5804-40fe-88fd-de1176ae6a44;3;16;1073;1690
24cef315-741a-461f-a7a7-74c4994250aa;25b2eab4-a361-45c8-b8ff-88a45be4bb5c;267;755;639;515
24cef315-741a-461f-a7a7-74c4994250aa;29c72aff-1540-4bf7-bba3-c96817176a38;300;662;384;708
24cef315-741a-461f-a7a7-74c4994250aa;3e33ad59-191a-4dd3-b9f3-09f010023ae7;343;550;353;316
24cef315-741a-461f-a7a7-74c4994250aa;5333e222-2a5e-4aa5-94f1-372e133ae081;204;439;265;395
24d621c6-764f-4a17-afcf-65897d3fb116;63dbe6ce-45a6-46f8-b8e4-f5f93592376c;327;483;501;663
24d621c6-764f-4a17-afcf-65897d3fb116;809bad64-c60b-42ec-9962-10f3fc9e8207;293;838;451;784
24d621c6-764f-4a17-afcf-65897d3fb116;8e6156ed-1209-4e3a-9aa9-00bc9ed6206d;335;749;598;1081
24d621c6-764f-4a17-afcf-65897d3fb116;ddbe72c9-c72d-42da-9f2c-d8e4eb97f59e;253;659;258;433
24d621c6-764f-4a17-afcf-65897d3fb116;fb51ff0f-8323-4811-8e30-92acd289cf29;265;525;364;381
25012f4a-d047-4b7a-bea0-c46e57e492ab;0f00c19e-70f0-4ea6-a7e4-1ffb3dd644cd;432;96;1725;3718
25012f4a-d047-4b7a-bea0-c46e57e492ab;37fae3a5-14e1-4086-9c13-baa177bcbc4f;120;521;369;305
25012f4a-d047-4b7a-bea0-c46e57e492ab;5b358409-5e68-4565-8de5-8d0d8bef4646;624;1645;607;640
25012f4a-d047-4b7a-bea0-c46e57e492ab;7a5aeeb6-b91e-4d7d-baa4-723e06996ebf;6;370;576;866
25012f4a-d047-4b7a-bea0-c46e57e492ab;a4d8b031-a923-476c-886d-1b3ccb3c9576;227;392;425;838
25012f4a-d047-4b7a-bea0-c46e57e492ab;f6c138ab-9f35-4b95-a9c5-5d0519f14290;5;134;488;604
25267377-937c-471f-b75a-2e20de6b3c64;73c8d61b-011b-4335-ac81-811e7a76aad8;342;496;730;1107
25267377-937c-471f-b75a-2e20de6b3c64;7ab0c8b3-f539-43c0-bc94-8349089071e8;243;365;811;870
25267377-937c-471f-b75a-2e20de6b3c64;b7d231cb-c9dd-4a13-acfd-54d2e0ceddb1;409;832;671;1078
25267377-937c-471f-b75a-2e20de6b3c64;e7b381a1-1b4b-4f9c-84b9-a9f5ac5b9802;1;803;856;848
253d1bfb-808f-4b87-91e8-a4f033b95b4b;5c15cfb6-796c-495c-ab2f-f5ad57f9cdd8;394;358;351;615
253d1bfb-808f-4b87-91e8-a4f033b95b4b;84540eb9-a3bd-4d1a-ae0a-87787f2dbfb5;385;401;104;166
253d1bfb-808f-4b87-91e8-a4f033b95b4b;8e332af1-17ce-4ce7-aa23-f841dbb8b488;7;397;491;656
253d1bfb-808f-4b87-91e8-a4f033b95b4b;b79ab076-1ce9-48a0-8aa0-3247a39da5d8;474;570;242;329
2540e779-7d6b-4c3c-a124-eaabaaa65a2c;2ae14193-423b-428d-82ee-46d8a623c41b;2;257;620;829
2540e779-7d6b-4c3c-a124-eaabaaa65a2c;4b6a5c62-7fcd-4a96-83b9-cfa677c5dafb;177;425;439;695
2540e779-7d6b-4c3c-a124-eaabaaa65a2c;76f78f0b-63dc-4cd6-94c0-404669f95317;7;342;1070;1581
2540e779-7d6b-4c3c-a124-eaabaaa65a2c;9379e7b4-570b-4c8c-aeb6-a4783a1225d6;85;97;270;405
2540e779-7d6b-4c3c-a124-eaabaaa65a2c;f66917c6-1252-4363-8b5f-b65e6a05dfbc;13;92;71;77
2545c72d-a1f9-4d8d-822d-79e3422afeea;028c7c65-6547-4e0a-899f-c136ddc0fcf9;35;16;894;1776
2545c72d-a1f9-4d8d-822d-79e3422afeea;40d1c0d2-37fb-4902-839a-080c0fb9c376;59;918;473;394
2545c72d-a1f9-4d8d-822d-79e3422afeea;4d62d37f-71e8-4ce3-b083-df0cdf164ffe;28;80;1051;979
2545c72d-a1f9-4d8d-822d-79e3422afeea;6cc0be77-8cf9-438d-a89a-65e5193b4754;175;524;1246;509
2545c72d-a1f9-4d8d-822d-79e3422afeea;7d73f916-297a-40b8-90ff-a2200de588c5;11;714;664;592
256196c7-0c8e-409d-a46f-4cb03e9fafba;0357743f-73e2-4b60-8cf4-31108956a6e0;344;116;119;271
256196c7-0c8e-409d-a46f-4cb03e9fafba;563a76f5-5597-41c4-89fe-8137e75ec77f;8;118;654;358
256196c7-0c8e-409d-a46f-4cb03e9fafba;da729372-cf63-437a-bcdc-9ac6628b799f;4;77;676;753
256196c7-0c8e-409d-a46f-4cb03e9fafba;fa003b2f-504b-4bca-b3d9-ae9f249c5e15;428;694;50;68
256196c7-0c8e-409d-a46f-4cb03e9fafba;fb6c6e5e-8fed-4cef-a06b-d0c42775bdb8;187;287;95;209
25874d4d-1360-457f-8ddf-7258cc3bf885;7dfd6790-2ddf-45db-9795-5b22025f2018;5;250;1032;1158
25874d4d-1360-457f-8ddf-7258cc3bf885;943bdb05-f14b-4fa4-aa4c-7701bd830f75;5;22;706;941
25874d4d-1360-457f-8ddf-7258cc3bf885;a7faf781-ef3f-4e0c-9960-53d57220ce0b;59;502;850;679
25874d4d-1360-457f-8ddf-7258cc3bf885;fe90c6e2-366b-4710-bf96-120207d8d2c8;8;784;679;675
25b0f744-ec1a-4e3a-be46-f1f79c0d074d;25737e17-af73-450d-bdde-59a924ecd4b6;8;1523;1526;1939
25b0f744-ec1a-4e3a-be46-f1f79c0d074d;26f924df-d27e-46b2-a512-71d34ebbde49;896;339;1086;1511
25b0f744-ec1a-4e3a-be46-f1f79c0d074d;88139787-b48a-49aa-901c-8baf67d0c37f;1102;1050;920;1017
25b0f744-ec1a-4e3a-be46-f1f79c0d074d;9f43a651-5f4c-471e-8623-6ebf3d4852d0;40;1069;1237;1248
25b0f744-ec1a-4e3a-be46-f1f79c0d074d;c3068b15-85c1-4050-aa89-d9c75f6ab7f5;761;736;797;1318
25df5dca-7e8f-472f-a7b4-e925162356cd;4d07ce63-ed0c-48e9-a0ce-e1060aa67cbf;4;9;714;1222
25df5dca-7e8f-472f-a7b4-e925162356cd;53b8fc1b-5223-44b7-b17f-8a0cff821263;43;322;590;608
25df5dca-7e8f-472f-a7b4-e925162356cd;830d631e-6293-4e5b-a2f6-3c6781a5391e;4;203;712;1049
25df5dca-7e8f-472f-a7b4-e925162356cd;a65662e1-74f7-4ea2-80ae-a562ae8169b0;4;17;715;1252
25df5dca-7e8f-472f-a7b4-e925162356cd;ac935967-91c8-4bb3-acea-fe5dcef81552;7;21;713;1242
25df5dca-7e8f-472f-a7b4-e925162356cd;b310baff-2a80-4d1d-9055-f73cc47cda27;270;273;447;521
25df5dca-7e8f-472f-a7b4-e925162356cd;bb742fc9-db35-4af1-9a61-8923e33b5184;4;375;714;724
2600710c-d776-4e5f-9964-fc4083b21cd3;43c799de-71f8-40a2-a6b3-9b61b4c3d8d0;8;397;687;918
2600710c-d776-4e5f-9964-fc4083b21cd3;74ea38dd-c23f-4048-a1a1-c944c9f31dc7;204;378;350;753
2600710c-d776-4e5f-9964-fc4083b21cd3;9321c34e-6f61-4c4b-9a2d-7f4e9fd10670;413;0;664;838
2600710c-d776-4e5f-9964-fc4083b21cd3;f2cd77c1-a4aa-4e8c-8e8e-ac5c58f89e69;7;925;228;224
2613bb36-8845-4fa5-84ba-cfa1646a76a4;3451abb5-8543-43d8-ad9a-f135f49c4220;4;291;618;931
2613bb36-8845-4fa5-84ba-cfa1646a76a4;51b4cd67-45cd-4c1f-9d8f-fb4d5655b482;3;13;1070;1126
2613bb36-8845-4fa5-84ba-cfa1646a76a4;5c833e96-2f94-47d4-a47b-4cd3a4bc4127;127;363;171;287
2613bb36-8845-4fa5-84ba-cfa1646a76a4;7bdaaa23-5c7e-474d-88d6-05675aae75de;4;300;472;229
2613bb36-8845-4fa5-84ba-cfa1646a76a4;d8bbca2e-34f6-48a9-8f15-38df3dc136d5;209;16;678;1683
2613bb36-8845-4fa5-84ba-cfa1646a76a4;e207f177-b3b0-4ec5-aa2d-2c997260ac8a;52;324;274;188
267e6227-24b4-4f4a-8740-219f65fba8f1;374e8b37-9769-4558-a941-79b024747ac5;359;1056;1669;2054
267e6227-24b4-4f4a-8740-219f65fba8f1;4cf903c3-3786-4888-b0c3-684a800eb8e1;532;1190;1326;2221
267e6227-24b4-4f4a-8740-219f65fba8f1;5d4aa09a-cbb5-4bce-b647-4d0f7d483dbe;460;710;416;484
268d50e0-c987-4513-a959-c1583ad88d7f;11d1aacc-8df9-4adc-b946-3e8da7f90f3d;659;867;164;141
268d50e0-c987-4513-a959-c1583ad88d7f;21acbc31-db23-4068-92ef-f3db7f7f6bf5;326;3;1103;1770
268d50e0-c987-4513-a959-c1583ad88d7f;2d31d898-aa5e-4c6e-885d-8f4906b5ea5a;481;83;598;1354
268d50e0-c987-4513-a959-c1583ad88d7f;3cbaebbf-df93-44dd-a754-cc281f79cac0;1;446;718;793
268d50e0-c987-4513-a959-c1583ad88d7f;55111ddf-2188-4323-9671-2ba5c24ad0c9;478;582;476;596
268d50e0-c987-4513-a959-c1583ad88d7f;62e987af-4b18-4fc8-b042-66036c73f8ab;412;733;237;400
268d50e0-c987-4513-a959-c1583ad88d7f;9fcd4aa5-1e74-4acf-83f8-ae8d4f478271;4;547;1153;1293
268d50e0-c987-4513-a959-c1583ad88d7f;baa970e7-56e5-43ff-8e14-3de741eb066a;246;371;834;1421
268d50e0-c987-4513-a959-c1583ad88d7f;e0e5de46-b8b3-4b92-9123-70b02d48d8a8;28;94;626;1020
269601ad-565f-42d3-8633-aa5f5721ea17;08d5260c-ff63-439f-8fb5-ea004318e805;24;32;80;78
269601ad-565f-42d3-8633-aa5f5721ea17;8c43abbf-ba74-4ac6-be8d-1870d8966adc;1390;430;518;475
26d79286-6c7c-4992-9bdf-ec3e0a4df282;0911ead8-fe04-49b8-8a31-f42d9e8b6a5e;211;310;711;1092
26d79286-6c7c-4992-9bdf-ec3e0a4df282;27a8b7ba-6965-48ea-a08a-276c44783b67;252;26;774;1107
26d79286-6c7c-4992-9bdf-ec3e0a4df282;294fb1fd-0bd0-4d85-8f89-1c72ab6d952a;352;544;384;736
26d79286-6c7c-4992-9bdf-ec3e0a4df282;55824565-8ac3-403c-a358-a721835f58c0;3;6;672;1095
26d79286-6c7c-4992-9bdf-ec3e0a4df282;8040578e-b2f3-49c7-9489-866dd801b603;5;522;1070;764
26d79286-6c7c-4992-9bdf-ec3e0a4df282;9eeb38d2-7fff-4252-98a4-ef36a327d88c;269;294;808;1018
26d79286-6c7c-4992-9bdf-ec3e0a4df282;b1530d64-504b-45e4-a6d9-47f64414fbe4;325;301;754;1520
26d79286-6c7c-4992-9bdf-ec3e0a4df282;b6e17f76-255f-4602-9602-04e3e3c3136b;256;390;411;836
26d79286-6c7c-4992-9bdf-ec3e0a4df282;c5ecf63f-d09e-4f6e-94c4-82de39d3cf65;441;576;303;544
26d79286-6c7c-4992-9bdf-ec3e0a4df282;e5438626-5cfc-41ad-be06-83653db10cfa;100;13;721;1574
270ad281-60b1-4179-a19e-d71805727ebf;65a3963a-1dc5-4e76-9cec-c3e3559ef5a5;265;576;746;518
270ad281-60b1-4179-a19e-d71805727ebf;8cb19ec8-0f72-45ce-8532-8fcf6ef76c2a;672;285;305;637
270ad281-60b1-4179-a19e-d71805727ebf;9ceff000-2d5f-4f24-a5cb-a1cf967dfb7b;374;550;267;564
270ad281-60b1-4179-a19e-d71805727ebf;ac6de9f1-ba54-488b-b217-7b18ae314e32;370;509;279;515
270ad281-60b1-4179-a19e-d71805727ebf;e25dc6e1-70bf-4aaa-a714-19694edff715;262;467;476;653
270cf00a-687e-47d8-bb74-bf8bc52f3d58;58538e98-d1b1-4a54-92e5-d438e1d31165;55;339;821;784
270cf00a-687e-47d8-bb74-bf8bc52f3d58;6574e0fb-e6f5-44f5-a8cc-bae5ae660871;11;451;785;1479
270cf00a-687e-47d8-bb74-bf8bc52f3d58;aad91688-eccc-4c84-9cd0-0bdac2784e7b;501;838;163;458
270cf00a-687e-47d8-bb74-bf8bc52f3d58;b41dec37-311a-413f-b1e5-22e34255585c;355;867;412;301
270cf00a-687e-47d8-bb74-bf8bc52f3d58;c8d7b136-6f62-4487-91e5-b6e36ad03038;486;848;101;173
270cf00a-687e-47d8-bb74-bf8bc52f3d58;e2f6ce05-1905-41a1-867b-166bf27f0a4b;281;554;799;604
272e8b61-3960-4f86-b6e7-fe03372f601e;16d03cf6-b48d-4830-9b1e-0c8bf0c07179;499;441;166;146
272e8b61-3960-4f86-b6e7-fe03372f601e;687809d9-d9d9-4d47-958b-c0f828999dd8;336;284;298;345
272e8b61-3960-4f86-b6e7-fe03372f601e;6a484207-0eac-4598-9307-a95515ea791c;123;407;263;316
272e8b61-3960-4f86-b6e7-fe03372f601e;9f477590-4d18-4c3e-9958-e4025f2829ba;151;329;247;334
272e8b61-3960-4f86-b6e7-fe03372f601e;cf50ba07-eaa3-48f5-9c2a-e99372afea78;88;211;533;687
27393734-b5ed-42be-bb95-c5f2ce9a538e;6dd90f0d-d98d-4de6-b5a5-010805960d86;136;573;822;560
27393734-b5ed-42be-bb95-c5f2ce9a538e;843b9b02-658e-4f56-a8d7-df983539b235;416;122;378;251
27393734-b5ed-42be-bb95-c5f2ce9a538e;8ed1c952-ec37-468a-8f93-c9f367e421e1;140;493;604;656
27393734-b5ed-42be-bb95-c5f2ce9a538e;97b13ac6-38e9-4ed9-a089-c146da56ad63;144;419;443;442
27393734-b5ed-42be-bb95-c5f2ce9a538e;c00c85d0-f32f-4cc2-888b-0a458a973d4d;70;147;1005;1584
274d7930-bf4d-4fc8-8c40-3c39fb7434fc;1e97cd92-d608-4434-9c1f-242b460d6d11;5;262;1072;1613
274d7930-bf4d-4fc8-8c40-3c39fb7434fc;3d99cb67-88f0-4fb3-8093-d8c435d0155a;3;60;717;1211
274d7930-bf4d-4fc8-8c40-3c39fb7434fc;4528294c-2423-41cf-8a70-975d4a20fd64;338;502;477;784
274d7930-bf4d-4fc8-8c40-3c39fb7434fc;a3bafde3-f2bc-4d6c-b4fa-a9b8209e11af;201;454;878;1453
274d7930-bf4d-4fc8-8c40-3c39fb7434fc;e5c0b948-bb90-488d-88c0-cb96e86ba2fd;3;6;1072;1431
2756b8f6-cbc5-4a27-ac96-d32e6b4759ee;03705e8f-8270-4bb0-baf2-05b84a034410;153;0;634;1763
2756b8f6-cbc5-4a27-ac96-d32e6b4759ee;41fa2173-67a3-434d-98df-ec0aa94c34ec;19;359;1901;475
2756b8f6-cbc5-4a27-ac96-d32e6b4759ee;6d94d57d-c590-44c3-a156-2e72316dd367;1;336;569;669
277a4ce9-4bd2-44f8-acde-3afb4734ab05;75e6e24a-aa3c-480b-abb1-c371bfc5dfa3;1;109;718;1156
277a4ce9-4bd2-44f8-acde-3afb4734ab05;81f4eff2-419f-4ae6-9cb8-673fa8cb1792;139;271;581;826
277a4ce9-4bd2-44f8-acde-3afb4734ab05;892ba81a-a7bf-43f1-9b3c-5641dd61eb15;945;1638;1085;1696
277a4ce9-4bd2-44f8-acde-3afb4734ab05;bd6efae8-108d-4887-b00d-60d49413d0cf;249;454;469;615
277a4ce9-4bd2-44f8-acde-3afb4734ab05;c4188d1f-a475-403f-8d64-bcee52526e67;322;376;104;217
279210b3-c317-41ea-97b9-62bcff8f2f87;965373d6-ac73-45fe-9c27-0cf8ff5744d6;31;285;1044;1622
279210b3-c317-41ea-97b9-62bcff8f2f87;afd4c1fa-33f8-43a2-9a8f-1efb46b006b5;138;355;444;352
279210b3-c317-41ea-97b9-62bcff8f2f87;c336c47e-688f-4485-b0df-aa319321614c;559;355;101;218
279210b3-c317-41ea-97b9-62bcff8f2f87;c64c7cd5-7c13-4051-a5c5-1df3048a2ba9;158;362;391;620
27932dd9-f25f-4688-9999-f194b60711aa;0b90d0b6-be77-49b9-856d-9533f9519471;11;13;1420;1869
27932dd9-f25f-4688-9999-f194b60711aa;7c5c1248-0567-424b-b971-648a5919b96f;526;150;295;560
27932dd9-f25f-4688-9999-f194b60711aa;fb097a76-26e4-47f5-bc3b-5cadfb8aa628;72;180;1850;1025
2797d9b9-f1ca-4150-ad2d-bb012e616e24;79b86638-0ec7-4068-addc-10e29dc569de;278;534;577;544
2797d9b9-f1ca-4150-ad2d-bb012e616e24;7c95e16e-5fae-48ef-b88c-c206daf90adc;317;119;708;569
2797d9b9-f1ca-4150-ad2d-bb012e616e24;a78814b8-f069-4f41-8190-5c74b47f2176;1;380;473;294
2797d9b9-f1ca-4150-ad2d-bb012e616e24;afb5b4a1-85e9-4672-8609-5aeece01cb38;0;418;472;335
27addb80-1c15-4c4b-a957-6cf3cd8cbd9f;1c07dd77-9cdc-4519-b3f6-067b1e86a2e3;4;302;618;560
27addb80-1c15-4c4b-a957-6cf3cd8cbd9f;5d4ba499-3891-4af2-9c78-272ecd02bdcb;439;570;561;960
27addb80-1c15-4c4b-a957-6cf3cd8cbd9f;6159c6c4-572d-440b-b2d8-d8ebd67f3b07;70;238;552;729
27addb80-1c15-4c4b-a957-6cf3cd8cbd9f;66218848-dc31-4f02-a4ef-e4436ebae9ba;1;365;608;921
27addb80-1c15-4c4b-a957-6cf3cd8cbd9f;e8ae7539-2773-4d35-97c3-25093bcd7ec5;2;514;539;399
27ccedf7-26c3-416b-b061-fc541c8370ab;0f881e20-e7e9-4b28-b6a2-9273c0012a96;405;720;309;662
27ccedf7-26c3-416b-b061-fc541c8370ab;243447f6-3a8a-45b3-8899-cbabf50fb2ab;308;400;769;925
27ccedf7-26c3-416b-b061-fc541c8370ab;4117635e-ced9-472d-82e5-7b73ac5adee4;1;365;828;1014
27ccedf7-26c3-416b-b061-fc541c8370ab;951d4e0e-a1a0-4a46-90e3-cb888f9ac317;467;362;342;848
27ccedf7-26c3-416b-b061-fc541c8370ab;ba3d9df0-cdf7-47d2-bf23-985399bfcdac;189;269;886;1171
27df008d-b781-4109-bdf9-bbb459736d32;2502c576-cb22-4bfc-90ae-29b0bb48be06;22;493;392;493
27df008d-b781-4109-bdf9-bbb459736d32;61ee87c0-f236-4393-b161-0c51e1b726bc;30;30;94;104
27df008d-b781-4109-bdf9-bbb459736d32;c67fec4c-9433-4802-b3b6-309ef5f830dd;7;384;710;864
27df008d-b781-4109-bdf9-bbb459736d32;d2486b14-c054-48ca-ae84-5d2ea8c08adf;74;179;573;1344
28322a86-2523-44f9-bf07-87c768c2c4d5;48310315-61c4-469f-8999-023c807a163b;298;387;547;730
28322a86-2523-44f9-bf07-87c768c2c4d5;58e0c38f-6a96-4826-972d-a89508c95920;662;368;270;410
28322a86-2523-44f9-bf07-87c768c2c4d5;ba90342e-6c8d-444b-a427-6252734362b6;1;365;518;898
28322a86-2523-44f9-bf07-87c768c2c4d5;c238410a-92fd-435f-840f-fc1f66e5c1d4;28;112;1051;1264
28322a86-2523-44f9-bf07-87c768c2c4d5;d663bd20-3396-4f15-b695-5dcc615801df;12;688;460;768
283c2015-7c92-4733-8f09-17784c1f3d3e;016601ee-7ea1-4afd-9e51-ab3ede1dfdd9;4;944;433;560
283c2015-7c92-4733-8f09-17784c1f3d3e;101a8c2c-974c-42b7-916e-a9bfe0a89bbe;1;393;708;885
283c2015-7c92-4733-8f09-17784c1f3d3e;7bd67a78-bd8f-4af1-8a00-da87f89f1f48;342;431;92;126
283c2015-7c92-4733-8f09-17784c1f3d3e;add34c1a-f0ab-42fe-acf2-492102f4aba9;182;307;381;592
283c2015-7c92-4733-8f09-17784c1f3d3e;d2772a84-7803-43b8-a2e1-1abda47f02ef;1;6;717;1214
2850afad-8655-4f53-b8ec-3815603bac11;0871f5c0-d2b5-494e-9706-434a8bd34e24;5;284;917;621
2850afad-8655-4f53-b8ec-3815603bac11;1e60eb78-ccad-4067-a32d-1466b3485931;478;117;1075;931
2850afad-8655-4f53-b8ec-3815603bac11;69307132-9eae-4e5e-8086-310c3e320fde;338;570;535;924
2850afad-8655-4f53-b8ec-3815603bac11;b0dfc853-fca6-4bc7-8e67-6c680ec96f0b;499;461;809;356
2850afad-8655-4f53-b8ec-3815603bac11;c7b19a0e-bb30-473e-9d67-2725493cbb5b;598;666;346;406
286b836f-f876-440e-b4e7-17c90d59788c;5266023f-0177-44c2-80b2-e6c3f8c48c51;1;832;1082;608
286b836f-f876-440e-b4e7-17c90d59788c;6d465f58-e084-4506-84f0-f1fe85ea6c54;4;246;1072;1712
286b836f-f876-440e-b4e7-17c90d59788c;72f2a319-aa58-41b8-974e-2250eb65a66b;4;371;928;1319
286b836f-f876-440e-b4e7-17c90d59788c;f85d51e7-d154-4788-a63b-06f2b9144acf;5;208;1074;1715
286b836f-f876-440e-b4e7-17c90d59788c;fde752b2-b6b0-45da-8d63-df92859cd241;230;99;846;1808
288660a7-814a-4a56-8b5f-2f6daa2379e7;4d8c154f-667b-4dc5-9e21-b994f229ba8e;0;602;964;608
288660a7-814a-4a56-8b5f-2f6daa2379e7;6901a247-c5ff-4d8d-840e-0f6418d6b8d7;65;250;997;1417
288660a7-814a-4a56-8b5f-2f6daa2379e7;c384dce2-d197-4499-87c5-d959333478fd;447;173;339;825
288660a7-814a-4a56-8b5f-2f6daa2379e7;d302e4dc-8498-47df-90a2-bf6158ad5bae;107;573;425;909
288660a7-814a-4a56-8b5f-2f6daa2379e7;f4ec6b52-679f-4718-a336-407a4847872a;62;189;998;1382
288660a7-814a-4a56-8b5f-2f6daa2379e7;fc197674-439a-4754-95f6-29bfbc47b57b;5;3;825;1251
2925d92d-ee80-4889-948d-293a0564279d;2349bbe5-feee-4d4a-b745-3a05f5c00585;3;877;1182;2457
2925d92d-ee80-4889-948d-293a0564279d;426e9575-37d7-47b7-977d-11c1daab5760;0;528;840;768
2925d92d-ee80-4889-948d-293a0564279d;641f75b9-cbae-4f15-9b64-31ac470e6633;11;480;1531;3334
2925d92d-ee80-4889-948d-293a0564279d;651cb4fb-d2f5-41ea-accd-8293ffad2291;5;1427;824;1850
2925d92d-ee80-4889-948d-293a0564279d;6e719233-98fe-40a0-bd95-ec20fd3308b4;11;352;2141;3283
292fd429-17e9-4981-a2d2-13fbe7f35913;2433ef75-1e17-45c4-ad21-01219741d7c5;313;778;529;544
292fd429-17e9-4981-a2d2-13fbe7f35913;3ea1c64d-4601-4242-8d97-99c7a6dd81f1;87;689;370;301
292fd429-17e9-4981-a2d2-13fbe7f35913;663ea222-6879-4e56-a8bb-5c739ca6c540;273;580;84;101
292fd429-17e9-4981-a2d2-13fbe7f35913;e66af798-34bd-4f77-a823-59697eb8416d;390;499;675;1031
296e6de7-10a1-4f8b-bf5a-1e6f8b594fad;0cfab610-f4d6-4eb8-8509-ee4978e50db1;433;707;293;413
296e6de7-10a1-4f8b-bf5a-1e6f8b594fad;3769566d-62fe-4d34-a6fd-61aa499b7762;346;573;542;803
296e6de7-10a1-4f8b-bf5a-1e6f8b594fad;38180b82-4216-4767-a2a6-4df8b47d0c28;256;720;825;736
296e6de7-10a1-4f8b-bf5a-1e6f8b594fad;866c5eb2-08e0-4218-8af3-3c9b2b6defc7;85;522;682;851
296e6de7-10a1-4f8b-bf5a-1e6f8b594fad;948169d9-e538-4c88-a429-f76017c8ec27;443;304;401;755
2989478b-49d3-4987-aa2c-32459677bf85;66cfc24d-fe80-49fa-a9bd-28fdcbfb92dd;369;726;450;717
2989478b-49d3-4987-aa2c-32459677bf85;690c0f98-7d9b-4cf5-b11f-9a051a93e580;346;685;424;886
2989478b-49d3-4987-aa2c-32459677bf85;a67be635-625a-471f-a1eb-cef8e2f98946;101;218;625;921
2989478b-49d3-4987-aa2c-32459677bf85;a9773e1a-9980-4c7e-96e1-b414205599aa;348;794;422;534
2989478b-49d3-4987-aa2c-32459677bf85;b282091b-cc49-4aa6-b2d4-80afa3ae07a0;246;371;586;835
2a0c5dd7-368b-4409-b3be-75c2ff0ff425;00eaf500-b40e-4751-ab71-96b2f41441e7;224;232;212;339
2a0c5dd7-368b-4409-b3be-75c2ff0ff425;67bce1fa-fa45-438d-97de-91103a74da02;439;714;1005;569
2a0c5dd7-368b-4409-b3be-75c2ff0ff425;8f99adf2-dbd5-4060-be37-3070062eb69a;7;560;1433;1190
2a0c5dd7-368b-4409-b3be-75c2ff0ff425;b65ca8e5-d963-487a-9aab-b0948ad9af82;162;842;1274;678
2a0c5dd7-368b-4409-b3be-75c2ff0ff425;fe1290dc-4a8b-4449-a082-3a4ee40594d2;441;675;992;960
2a4d0f25-c8c5-4873-8e5e-54899e076613;143aa0a6-470c-42ff-81b8-8acd8b0b4fca;235;582;701;340
2a4d0f25-c8c5-4873-8e5e-54899e076613;47916937-c8f3-481a-bdbd-1ed494bd5269;1;416;893;1322
2a4d0f25-c8c5-4873-8e5e-54899e076613;b2416c4f-d6b8-43ff-afe0-3621f264fb35;689;315;600;308
2a4d0f25-c8c5-4873-8e5e-54899e076613;c92b884e-42c1-488e-bcb8-71b7b48d9741;115;326;636;1552
2a4d0f25-c8c5-4873-8e5e-54899e076613;d6a03603-b201-4807-8506-cd582234e407;14;511;920;567
2a4d3772-283f-4b69-b589-c0dc3f7c39ff;486d2817-16d3-4fcf-ac62-c0661e5ab4fb;477;858;471;329
2a4d3772-283f-4b69-b589-c0dc3f7c39ff;92e6feec-43e5-4316-b47a-7364f340a76e;188;810;559;499
2a4d3772-283f-4b69-b589-c0dc3f7c39ff;a4dc485e-8272-4d97-b071-b72698b312e7;61;53;656;905
2a4d3772-283f-4b69-b589-c0dc3f7c39ff;ae29965e-dcc6-4e98-9469-71b372d73f82;282;461;516;643
2a4d3772-283f-4b69-b589-c0dc3f7c39ff;fca232ac-e964-4fc5-9075-429795a93616;340;726;313;244
2a5176f2-8d04-4312-9f8b-9188844abb39;0f71854f-dfd1-4569-989c-e6beba2a9886;306;922;231;364
2a5176f2-8d04-4312-9f8b-9188844abb39;27f4b6fd-d46c-43a9-8493-012ec418a48d;0;557;1075;1069
2a5176f2-8d04-4312-9f8b-9188844abb39;7a3ea983-7021-4597-bcfd-aaca6c7daf80;16;157;1061;1763
2a5176f2-8d04-4312-9f8b-9188844abb39;90e10a95-e8b1-4b22-b793-5bba2076e005;74;762;760;822
2a5176f2-8d04-4312-9f8b-9188844abb39;b06e6f20-577f-4754-ab14-c2fc41a137c7;348;787;266;387
2a5176f2-8d04-4312-9f8b-9188844abb39;c373d0c3-8d81-4677-98bb-f9798a876dfd;234;374;745;1181
